session_num,tr_loss_ave,tr_loss_std,tr_mse_ave,tr_mse_std,tr_mae_ave,tr_mae_std,tr_rmse_ave,tr_rmse_std,val_loss_ave,val_loss_std,val_mse_ave,val_mse_std,val_mae_ave,val_mae_std,val_rmse_ave,val_rmse_std,fc_units,lstm_units,epochs,fc_depth,lstm_depth,lr,tr_loss_fold_0,tr_mse_fold_0,tr_mae_fold_0,tr_rmse_fold_0,val_loss_fold_0,val_mse_fold_0,val_mae_fold_0,val_rmse_fold_0,
1,0,0,0,0,0,0,0,0,0.4981443949721076,0,0.4981443949721076,0,0.479058103127913,0,0.7020738179033453,0,120,20,0,2,1,0.0010000000474974513,0,0,0,0,0.4981443949721076,0.4981443949721076,0.479058103127913,0.7020738179033453,
1,0.49542969871651044,0,0.4954296960072084,0,0.48282877152616327,0,0.6760797798633575,0,0.318565544756976,0,0.31855780292641034,0,0.4770710685036399,0,0.5609930238940499,0,120,20,1,2,1,0.0010000000474974513,0.49542969871651044,0.4954296960072084,0.48282877152616327,0.6760797798633575,0.318565544756976,0.31855780292641034,0.4770710685036399,0.5609930238940499,
1,0.29684351113709534,0,0.2968435138463974,0,0.38272346420721576,0,0.5127451365644281,0,0.28365566344423726,0,0.28364682637832384,0,0.44642683457244525,0,0.5119634094563398,0,120,20,2,2,1,0.0010000000474974513,0.29684351113709534,0.2968435138463974,0.38272346420721576,0.5127451365644281,0.28365566344423726,0.28364682637832384,0.44642683457244525,0.5119634094563398,
1,0.20400574532422153,0,0.204005741937594,0,0.2903063026341525,0,0.42221698435870086,0,0.17882442101836205,0,0.17880774661898613,0,0.31104314801367844,0,0.41809752312573517,0,120,20,3,2,1,0.0010000000474974513,0.20400574532422153,0.204005741937594,0.2903063026341525,0.42221698435870086,0.17882442101836205,0.17880774661898613,0.31104314801367844,0.41809752312573517,
1,0.13498510962182825,0,0.13498510894450275,0,0.24760213629765945,0,0.35501381754875183,0,0.19248942590572618,0,0.19248024069450118,0,0.29678620533509686,0,0.42794762416319415,0,120,20,4,2,1,0.0010000000474974513,0.13498510962182825,0.13498510894450275,0.24760213629765945,0.35501381754875183,0.19248942590572618,0.19248024069450118,0.29678620533509686,0.42794762416319415,
1,0.10317157683047382,0,0.1031715754758228,0,0.2222418256781318,0,0.31459356438029895,0,0.23650093308903955,0,0.23649354075843637,0,0.31669203598390927,0,0.4567529261112213,0,120,20,5,2,1,0.0010000000474974513,0.10317157683047382,0.1031715754758228,0.2222418256781318,0.31459356438029895,0.23650093308903955,0.23649354075843637,0.31669203598390927,0.4567529261112213,
1,0.08542754873633385,0,0.08542754873633385,0,0.20346791364929892,0,0.28828541934490204,0,0.19841202958063645,0,0.19839901426299053,0,0.29996598782864486,0,0.43487090278755536,0,120,20,6,2,1,0.0010000000474974513,0.08542754873633385,0.08542754873633385,0.20346791364929892,0.28828541934490204,0.19841202958063645,0.19839901426299053,0.29996598782864486,0.43487090278755536,
1,0.07419888065619902,0,0.07419887997887352,0,0.1893311007456346,0,0.2694888006557118,0,0.1908840537071228,0,0.19097023050893436,0,0.28249505297704175,0,0.42991894348101184,0,120,20,7,2,1,0.0010000000474974513,0.07419888065619902,0.07419887997887352,0.1893311007456346,0.2694888006557118,0.1908840537071228,0.19097023050893436,0.28249505297704175,0.42991894348101184,
1,0.06874114816839044,0,0.06874114749106494,0,0.18096618083390323,0,0.2591935789043253,0,0.1779191302643581,0,0.17791120132262056,0,0.26821141080422833,0,0.4135930829427459,0,120,20,8,2,1,0.0010000000474974513,0.06874114816839044,0.06874114749106494,0.18096618083390323,0.2591935789043253,0.1779191302643581,0.17791120132262056,0.26821141080422833,0.4135930829427459,
1,0.063821019096808,0,0.06382101977413351,0,0.17239297926425934,0,0.25018816509030084,0,0.18419952995397829,0,0.18419671871445395,0,0.2676189365712079,0,0.420695153827017,0,120,20,9,2,1,0.0010000000474974513,0.063821019096808,0.06382101977413351,0.17239297926425934,0.25018816509030084,0.18419952995397829,0.18419671871445395,0.2676189365712079,0.420695153827017,
1,0.06039838865399361,0,0.06039838966998187,0,0.167446182532744,0,0.24354638294740158,0,0.17955963059582494,0,0.1795577657493678,0,0.25702422789551993,0,0.41500579701228574,0,120,20,10,2,1,0.0010000000474974513,0.06039838865399361,0.06039838966998187,0.167446182532744,0.24354638294740158,0.17955963059582494,0.1795577657493678,0.25702422789551993,0.41500579701228574,
1,0.05697780102491379,0,0.056977801363576545,0,0.16068809547207571,0,0.23677074096419595,0,0.18891742165115746,0,0.18891526199877262,0,0.26086225496097043,0,0.42577141387896106,0,120,20,11,2,1,0.0010000000474974513,0.05697780102491379,0.056977801363576545,0.16068809547207571,0.23677074096419595,0.18891742165115746,0.18891526199877262,0.26086225496097043,0.42577141387896106,
1,0.05409757928414778,0,0.05409757860682227,0,0.15582664446397262,0,0.23075147650458597,0,0.2806700271638957,0,0.28071982819925656,0,0.33951443941755727,0,0.5054428536783565,0,120,20,12,2,1,0.0010000000474974513,0.05409757928414778,0.05409757860682227,0.15582664446397262,0.23075147650458597,0.2806700271638957,0.28071982819925656,0.33951443941755727,0.5054428536783565,
1,0.0513159456578168,0,0.05131594599647955,0,0.15014290674166245,0,0.22444504093040119,0,0.2748766839504242,0,0.27487887238914316,0,0.33591625704006717,0,0.49861209094524384,0,120,20,13,2,1,0.0010000000474974513,0.0513159456578168,0.05131594599647955,0.15014290674166245,0.22444504093040119,0.2748766839504242,0.27487887238914316,0.33591625704006717,0.49861209094524384,
1,0.049654131585901436,0,0.049654131924564186,0,0.14646293900229715,0,0.2209437367590991,0,0.2863341390409253,0,0.28633648580448195,0,0.33463707769458945,0,0.5090059990232642,0,120,20,14,2,1,0.0010000000474974513,0.049654131585901436,0.049654131924564186,0.14646293900229715,0.2209437367590991,0.2863341390409253,0.28633648580448195,0.33463707769458945,0.5090059990232642,
1,0.04788126593286341,0,0.04788126593286341,0,0.14272274212403732,0,0.21702364087104797,0,0.2621962394226681,0,0.26219606128605927,0,0.3162565803663297,0,0.48857677524740045,0,120,20,15,2,1,0.0010000000474974513,0.04788126593286341,0.04788126593286341,0.14272274212403732,0.21702364087104797,0.2621962394226681,0.26219606128605927,0.3162565803663297,0.48857677524740045,
1,0.04649867015806111,0,0.046498669480735604,0,0.13988223671913147,0,0.2137838141484694,0,0.3041135848245837,0,0.3041332690891894,0,0.3358794376254082,0,0.5263952992179177,0,120,20,16,2,1,0.0010000000474974513,0.04649867015806111,0.046498669480735604,0.13988223671913147,0.2137838141484694,0.3041135848245837,0.3041332690891894,0.3358794376254082,0.5263952992179177,
1,0.04487805779684673,0,0.04487805745818398,0,0.13650431551716544,0,0.21010896021669562,0,0.25209853205491195,0,0.2520976469598033,0,0.3073706427081065,0,0.48055190389806574,0,120,20,17,2,1,0.0010000000474974513,0.04487805779684673,0.04487805745818398,0.13650431551716544,0.21010896021669562,0.25209853205491195,0.2520976469598033,0.3073706427081065,0.48055190389806574,
1,0.04392306946895339,0,0.04392306946895339,0,0.1337224075740034,0,0.20777985182675449,0,0.26135672408748756,0,0.2613563901660117,0,0.3132695271210237,0,0.48794690519571304,0,120,20,18,2,1,0.0010000000474974513,0.04392306946895339,0.04392306946895339,0.1337224075740034,0.20777985182675449,0.26135672408748756,0.2613563901660117,0.3132695271210237,0.48794690519571304,
1,0.04274410178715533,0,0.04274410212581808,0,0.13196305388754065,0,0.2050121480768377,0,0.2677327712828463,0,0.26774350875480607,0,0.30640832063826645,0,0.4938886741345579,0,120,20,19,2,1,0.0010000000474974513,0.04274410178715533,0.04274410212581808,0.13196305388754065,0.2050121480768377,0.2677327712828463,0.26774350875480607,0.30640832063826645,0.4938886741345579,
1,0.04183857227590951,0,0.04183857278390364,0,0.12989364903081546,0,0.20284243469888513,0,0.25404293970628217,0,0.2540585264902223,0,0.2967515100132335,0,0.48302947120233014,0,120,20,20,2,1,0.0010000000474974513,0.04183857227590951,0.04183857278390364,0.12989364903081546,0.20284243469888513,0.25404293970628217,0.2540585264902223,0.2967515100132335,0.48302947120233014,
1,0.040718331933021545,0,0.0407183322716843,0,0.12769532135941766,0,0.20013508607040753,0,0.3032138269733299,0,0.3032140452414751,0,0.33843209086494014,0,0.523007988252423,0,120,20,21,2,1,0.0010000000474974513,0.040718331933021545,0.0407183322716843,0.12769532135941766,0.20013508607040753,0.3032138269733299,0.3032140452414751,0.33843209086494014,0.523007988252423,
1,0.03992755101485686,0,0.039927550506862725,0,0.12548515742475336,0,0.19816472855481235,0,0.21581908569417216,0,0.21584730002690444,0,0.26220405542037706,0,0.4487800638784062,0,120,20,22,2,1,0.0010000000474974513,0.03992755101485686,0.039927550506862725,0.12548515742475336,0.19816472855481235,0.21581908569417216,0.21584730002690444,0.26220405542037706,0.4487800638784062,
1,0.03875165889886292,0,0.03875165856020017,0,0.12411517243493687,0,0.1951562694527886,0,0.21766536598178474,0,0.2176636296578429,0,0.258756180039861,0,0.4475426362319426,0,120,20,23,2,1,0.0010000000474974513,0.03875165889886292,0.03875165856020017,0.12411517243493687,0.1951562694527886,0.21766536598178474,0.2176636296578429,0.258756180039861,0.4475426362319426,
1,0.038571948524225845,0,0.038571948524225845,0,0.12286060303449631,0,0.19468374821272763,0,0.17155539337545633,0,0.1715557106177915,0,0.22329241850159384,0,0.39936022460460663,0,120,20,24,2,1,0.0010000000474974513,0.038571948524225845,0.038571948524225845,0.12286060303449631,0.19468374821272763,0.17155539337545633,0.1715557106177915,0.22329241850159384,0.39936022460460663,
1,0.03746483999897133,0,0.037464839829639954,0,0.12052699788050218,0,0.19166273149577054,0,0.14498716017062013,0,0.14498861286450515,0,0.1996631808578968,0,0.3689067905599421,0,120,20,25,2,1,0.0010000000474974513,0.03746483999897133,0.037464839829639954,0.12052699788050218,0.19166273149577054,0.14498716017062013,0.14498861286450515,0.1996631808578968,0.3689067905599421,
1,0.036367667838931084,0,0.036367667500268326,0,0.11833726614713669,0,0.18877029554410416,0,0.1388731642880223,0,0.13887356899001382,0,0.19058468802408737,0,0.3601731888272546,0,120,20,26,2,1,0.0010000000474974513,0.036367667838931084,0.036367667500268326,0.11833726614713669,0.18877029554410416,0.1388731642880223,0.13887356899001382,0.19058468802408737,0.3601731888272546,
1,0.03573159450157122,0,0.03573159450157122,0,0.1176533807407726,0,0.18704220517115158,0,0.1418903578411449,0,0.14189064892178233,0,0.19219181347977032,0,0.3654589686881412,0,120,20,27,2,1,0.0010000000474974513,0.03573159450157122,0.03573159450157122,0.1176533807407726,0.18704220517115158,0.1418903578411449,0.14189064892178233,0.19219181347977032,0.3654589686881412,
1,0.03476450592279434,0,0.03476450609212572,0,0.11540047824382782,0,0.18453933704983105,0,0.11461955901574004,0,0.1146196819503199,0,0.16704861616546457,0,0.328108859333125,0,120,20,28,2,1,0.0010000000474974513,0.03476450592279434,0.03476450609212572,0.11540047824382782,0.18453933704983105,0.11461955901574004,0.1146196819503199,0.16704861616546457,0.328108859333125,
1,0.034123193472623825,0,0.034123193472623825,0,0.11507840590043501,0,0.18281207572330127,0,0.13184112987735055,0,0.13185743200169367,0,0.18243179741230878,0,0.3513211635026065,0,120,20,29,2,1,0.0010000000474974513,0.034123193472623825,0.034123193472623825,0.11507840590043501,0.18281207572330127,0.13184112987735055,0.13185743200169367,0.18243179741230878,0.3513211635026065,
1,0.03418159772726623,0,0.03418159823526035,0,0.11432466791434721,0,0.18273968317291953,0,0.11137940616092899,0,0.11138125085695223,0,0.15592003444379027,0,0.32327317988330667,0,120,20,30,2,1,0.0010000000474974513,0.03418159772726623,0.03418159823526035,0.11432466791434721,0.18273968317291953,0.11137940616092899,0.11138125085695223,0.15592003444379027,0.32327317988330667,
1,0.03308053670281714,0,0.033080536533485756,0,0.11266901818188754,0,0.1797688820145347,0,0.11855646332895214,0,0.1185662318867716,0,0.15625479817390442,0,0.32916761392896826,0,120,20,31,2,1,0.0010000000474974513,0.03308053670281714,0.033080536533485756,0.11266901818188754,0.1797688820145347,0.11855646332895214,0.1185662318867716,0.15625479817390442,0.32916761392896826,
1,0.032516887072812424,0,0.032516887072812424,0,0.11192099004983902,0,0.17844434624368494,0,0.10042622304436835,0,0.10045448241924698,0,0.1481688664379445,0,0.3093236109072512,0,120,20,32,2,1,0.0010000000474974513,0.032516887072812424,0.032516887072812424,0.11192099004983902,0.17844434624368494,0.10042622304436835,0.10045448241924698,0.1481688664379445,0.3093236109072512,
1,0.031575663523240524,0,0.03157566335390915,0,0.11048115993087942,0,0.17572225630283356,0,0.10069552605802362,0,0.10069655059752139,0,0.1518270657821135,0,0.30386533588171005,0,120,20,33,2,1,0.0010000000474974513,0.031575663523240524,0.03157566335390915,0.11048115993087942,0.17572225630283356,0.10069552605802362,0.10069655059752139,0.1518270657821135,0.30386533588171005,
1,0.0313719856468114,0,0.031371985308148644,0,0.11000589687715877,0,0.1752111478285356,0,0.09557955872944811,0,0.09558122071691534,0,0.14310269396413455,0,0.2979721426963806,0,120,20,34,2,1,0.0010000000474974513,0.0313719856468114,0.031371985308148644,0.11000589687715877,0.1752111478285356,0.09557955872944811,0.09558122071691534,0.14310269396413455,0.2979721426963806,
1,0.030581636692989956,0,0.030581636692989956,0,0.10904061929746107,0,0.17299603467637842,0,0.124736897054721,0,0.12473942525684834,0,0.1583543507890268,0,0.3390977436845953,0,120,20,35,2,1,0.0010000000474974513,0.030581636692989956,0.030581636692989956,0.10904061929746107,0.17299603467637842,0.124736897054721,0.12473942525684834,0.1583543507890268,0.3390977436845953,
1,0.029736222868615932,0,0.029736222699284554,0,0.10696021264249628,0,0.17060074345632034,0,0.09395374586297707,0,0.09395920476791533,0,0.13978626037185843,0,0.2974891886115074,0,120,20,36,2,1,0.0010000000474974513,0.029736222868615932,0.029736222699284554,0.10696021264249628,0.17060074345632034,0.09395374586297707,0.09395920476791533,0.13978626037185843,0.2974891886115074,
1,0.02915210666304285,0,0.02915210734036836,0,0.10576193034648895,0,0.16885568743402307,0,0.10057068785483186,0,0.10057173974134705,0,0.14673594334586101,0,0.30645601519129495,0,120,20,37,2,1,0.0010000000474974513,0.02915210666304285,0.02915210734036836,0.10576193034648895,0.16885568743402307,0.10057068785483186,0.10057173974134705,0.14673594334586101,0.30645601519129495,
1,0.028970455412160267,0,0.028970456089485775,0,0.10524684190750122,0,0.16822255741466174,0,0.08483004256744277,0,0.08483032154088671,0,0.1373059217902747,0,0.2814243869348006,0,120,20,38,2,1,0.0010000000474974513,0.028970455412160267,0.028970456089485775,0.10524684190750122,0.16822255741466174,0.08483004256744277,0.08483032154088671,0.1373059217902747,0.2814243869348006,
1,0.028232129460031338,0,0.02823212929069996,0,0.10367640920660713,0,0.16615592756054617,0,0.07162925956601446,0,0.07163561414927244,0,0.11989431929859248,0,0.2577298500321128,0,120,20,39,2,1,0.0010000000474974513,0.028232129460031338,0.02823212929069996,0.10367640920660713,0.16615592756054617,0.07162925956601446,0.07163561414927244,0.11989431929859248,0.2577298500321128,
1,0.028083806857466698,0,0.028083806857466698,0,0.10353178463198921,0,0.16575554826042868,0,0.0766862431879748,0,0.07668640794740482,0,0.1264609032395211,0,0.26781661402095447,0,120,20,40,2,1,0.0010000000474974513,0.028083806857466698,0.028083806857466698,0.10353178463198921,0.16575554826042868,0.0766862431879748,0.07668640794740482,0.1264609032395211,0.26781661402095447,
1,0.027687136253172703,0,0.027687136253172703,0,0.10249538584188982,0,0.16436102444475348,0,0.09004042687063868,0,0.09004165325313807,0,0.13533310778439045,0,0.28914258967746387,0,120,20,41,2,1,0.0010000000474974513,0.027687136253172703,0.027687136253172703,0.10249538584188982,0.16436102444475348,0.09004042687063868,0.09004165325313807,0.13533310778439045,0.28914258967746387,
1,0.027326395565813236,0,0.02732639539648186,0,0.10153906250541861,0,0.16338395395062186,0,0.07273879714987495,0,0.07273920718580484,0,0.11844225363297896,0,0.2604752508076755,0,120,20,42,2,1,0.0010000000474974513,0.027326395565813236,0.02732639539648186,0.10153906250541861,0.16338395395062186,0.07273879714987495,0.07273920718580484,0.11844225363297896,0.2604752508076755,
1,0.028103644874962894,0,0.02810364521362565,0,0.10227095403454521,0,0.16557957367463547,0,0.07316563075239008,0,0.07319357804954052,0,0.13317945057695563,0,0.2608267576857047,0,120,20,43,2,1,0.0010000000474974513,0.028103644874962894,0.02810364521362565,0.10227095403454521,0.16557957367463547,0.07316563075239008,0.07319357804954052,0.13317945057695563,0.2608267576857047,
1,0.028091350739652462,0,0.028091350739652462,0,0.1025447046214884,0,0.16576854613694278,0,0.0988808311522007,0,0.09888088415292176,0,0.15099529684944588,0,0.28366948664188385,0,120,20,44,2,1,0.0010000000474974513,0.028091350739652462,0.028091350739652462,0.1025447046214884,0.16576854613694278,0.0988808311522007,0.09888088415292176,0.15099529684944588,0.28366948664188385,
1,0.027181078256531196,0,0.027181078256531196,0,0.10121088813651692,0,0.16282356869090686,0,0.06100372157313607,0,0.06100250814448704,0,0.10767220925878394,0,0.2321529523892836,0,120,20,45,2,1,0.0010000000474974513,0.027181078256531196,0.027181078256531196,0.10121088813651692,0.16282356869090686,0.06100372157313607,0.06100250814448704,0.10767220925878394,0.2321529523892836,
1,0.02641167373142459,0,0.026411673392761837,0,0.09917310286651958,0,0.16059298000552438,0,0.10557335416193712,0,0.10557276184077967,0,0.1369893862442537,0,0.2995506457307122,0,120,20,46,2,1,0.0010000000474974513,0.02641167373142459,0.026411673392761837,0.09917310286651958,0.16059298000552438,0.10557335416193712,0.10557276184077967,0.1369893862442537,0.2995506457307122,
1,0.026354694230989975,0,0.0263546940616586,0,0.09929872981526634,0,0.160475568337874,0,0.060856454497711224,0,0.06085721631957726,0,0.1100175588984381,0,0.23485689677975394,0,120,20,47,2,1,0.0010000000474974513,0.026354694230989975,0.0263546940616586,0.09929872981526634,0.160475568337874,0.060856454497711224,0.06085721631957726,0.1100175588984381,0.23485689677975394,
1,0.02630445073274049,0,0.02630445073274049,0,0.099032654680989,0,0.16025655242529782,0,0.05642710549926216,0,0.05642840147695758,0,0.09665400433269414,0,0.22785173932259734,0,120,20,48,2,1,0.0010000000474974513,0.02630445073274049,0.02630445073274049,0.099032654680989,0.16025655242529782,0.05642710549926216,0.05642840147695758,0.09665400433269414,0.22785173932259734,
1,0.02595204690640623,0,0.02595204690640623,0,0.09828316217119043,0,0.15929883853955704,0,0.06316382929005405,0,0.0631647225977345,0,0.10457668334923008,0,0.24144278534434058,0,120,20,49,2,1,0.0010000000474974513,0.02595204690640623,0.02595204690640623,0.09828316217119043,0.15929883853955704,0.06316382929005405,0.0631647225977345,0.10457668334923008,0.24144278534434058,
1,0.02545433034273711,0,0.025454330681399864,0,0.09724284234372052,0,0.1577326154167002,0,0.06609554707326672,0,0.06609711584381082,0,0.1095496140081774,0,0.2429714138534936,0,120,20,50,2,1,0.0010000000474974513,0.02545433034273711,0.025454330681399864,0.09724284234372052,0.1577326154167002,0.06609554707326672,0.06609711584381082,0.1095496140081774,0.2429714138534936,
1,0.02545433034273711,0,0.025454330681399864,0,0.09724284234372052,0,0.1577326154167002,0,0.06587926645509222,0,0.06587926645509222,0,0.10709328746253793,0,0.2422694614665075,0,120,20,50,2,1,0.0010000000474974513,0.02545433034273711,0.025454330681399864,0.09724284234372052,0.1577326154167002,0.06587926645509222,0.06587926645509222,0.10709328746253793,0.2422694614665075,
1,0,0,0,0,0,0,0,0,0.06587926645509222,0,0.06587926645509222,0,0.10709328746253793,0,0.2422694614665075,0,120,20,0,2,1,4.999999873689376e-05,0,0,0,0,0.06587926645509222,0.06587926645509222,0.10709328746253793,0.2422694614665075,
1,0.18399456654166438,0,0.18399456654166438,0,0.19583898594545335,0,0.33493824176413495,0,0.036298229697753086,0,0.036298229697753086,0,0.07410252314399589,0,0.17995576086369428,0,120,20,1,2,1,4.999999873689376e-05,0.18399456654166438,0.18399456654166438,0.19583898594545335,0.33493824176413495,0.036298229697753086,0.036298229697753086,0.07410252314399589,0.17995576086369428,
1,0.13781009876102054,0,0.13781009876102054,0,0.18230830029267625,0,0.30891048124770526,0,0.03432540523565628,0,0.03432540523565628,0,0.07780920392410322,0,0.1738143488764763,0,120,20,2,2,1,4.999999873689376e-05,0.13781009876102054,0.13781009876102054,0.18230830029267625,0.30891048124770526,0.03432540523565628,0.03432540523565628,0.07780920392410322,0.1738143488764763,
1,0.13714511066041501,0,0.13714511066041501,0,0.18294655351141065,0,0.30916684282194706,0,0.03375185670500452,0,0.03375185670500452,0,0.07695438763634725,0,0.1704682701013305,0,120,20,3,2,1,4.999999873689376e-05,0.13714511066041501,0.13714511066041501,0.18294655351141065,0.30916684282194706,0.03375185670500452,0.03375185670500452,0.07695438763634725,0.1704682701013305,
1,0.13532563707474426,0,0.13532563707474426,0,0.18165904337290636,0,0.30739547116393895,0,0.0338470669971271,0,0.0338470669971271,0,0.07985869896682826,0,0.17050667852163315,0,120,20,4,2,1,4.999999873689376e-05,0.13532563707474426,0.13532563707474426,0.18165904337290636,0.30739547116393895,0.0338470669971271,0.0338470669971271,0.07985869896682826,0.17050667852163315,
1,0.1332627367276276,0,0.1332627367276276,0,0.18157035488750517,0,0.30681593266805424,0,0.034741802141070366,0,0.034741802141070366,0,0.079514952884479,0,0.1731899743053046,0,120,20,5,2,1,4.999999873689376e-05,0.1332627367276276,0.1332627367276276,0.18157035488750517,0.30681593266805424,0.034741802141070366,0.034741802141070366,0.079514952884479,0.1731899743053046,
1,0.1302497105663354,0,0.1302497105663354,0,0.17929783739994481,0,0.30193646390413503,0,0.034439545082436365,0,0.034439545082436365,0,0.0808997338807041,0,0.17251191220500253,0,120,20,6,2,1,4.999999873689376e-05,0.1302497105663354,0.1302497105663354,0.17929783739994481,0.30193646390413503,0.034439545082436365,0.034439545082436365,0.0808997338807041,0.17251191220500253,
1,0.12882328149622557,0,0.12882328149622557,0,0.17829888025970803,0,0.30136527336135355,0,0.03263373319482939,0,0.03263373319482939,0,0.07739542323079976,0,0.16712644357572903,0,120,20,7,2,1,4.999999873689376e-05,0.12882328149622557,0.12882328149622557,0.17829888025970803,0.30136527336135355,0.03263373319482939,0.03263373319482939,0.07739542323079976,0.16712644357572903,
1,0.1281778712027236,0,0.1281778712027236,0,0.17771872328882365,0,0.300472347123414,0,0.03347824543545192,0,0.03347824543545192,0,0.07853538559919054,0,0.17038635096766733,0,120,20,8,2,1,4.999999873689376e-05,0.1281778712027236,0.1281778712027236,0.17771872328882365,0.300472347123414,0.03347824543545192,0.03347824543545192,0.07853538559919054,0.17038635096766733,
